Global Rank,Stars,Username,Country,Country Rank,Rating,Highest Rating,Fully Solved,Partially Solved,Last Contest,Institute
4694,4,da201501038,India,30110,1991,2115,83,2,20200817 150000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4694,4,niket301,India,30110,1991,1991,142,20,20200824 001500,International Institute of Information TechnologyBhubaneswar
4694,4,sumitskj,India,30110,1991,2009,144,34,20200725 223000,
4694,4,deepanshu95,India,30110,1991,2057,165,9,20171023 000000,Netaji Subhas University Of Technology
4694,4,thecoderjunp,Bangladesh,1030,1991,2167,193,19,20160730 233000,Jahangirnagar University
4694,4,yashgulani1997,India,30110,1991,2066,94,13,20190330 223000,National Institute of TechnologyKurukshetra
4694,4,macintoshhd,India,30110,1991,2054,83,15,20170128 223000,Netaji Subhas University Of Technology
4694,4,vagnard,Ukraine,650,1991,2382,123,5,20151012 150000,Taras Shevchenko National University of Kyiv
4694,4,insanelygreat,India,30110,1991,1991,11,4,20180917 150000,Nirma University
4694,4,humblefoool,Vietnam,710,1991,1991,29,7,20190422 000000,Ho Chi Minh City University of Information TechnologyVietnam
4694,4,uditgupta,India,30110,1991,2106,267,9,20160713 150000,Netaji Subhas University Of Technology
4694,4,powermanish12,India,30110,1991,1991,94,11,20200413 173000,National Institute of TechnologyKurukshetra
4694,4,ankitdtu007,India,30110,1991,2040,76,10,20200725 223000,
4694,4,subash1,India,30110,1991,1991,24,6,20180917 150000,International Institute of Information TechnologyBhubaneswar
4694,4,thefallenstar,United States,1160,1991,1991,108,6,20190617 150000,
4718,4,adarshkc,India,30290,1990,2039,97,15,20200713 150000,Indian Institute of Technology Patna
4718,4,therock007,India,30290,1990,2019,64,4,20200725 223000,Maharaja Surajmal Institute of Technology
4718,4,amankh99,India,30290,1990,1990,108,9,20191021 000000,Indian Institute of Technology Mandi
4718,4,imdeep18,India,30290,1990,1990,33,2,20200829 223000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4718,4,tymefighter,India,30290,1990,2003,95,14,20200713 150000,Indian Institute of Technology Palakkad
4718,4,ashishrn29,India,30290,1990,1990,60,5,20200829 223000,International Institute of Information TechnologyHyderabad
4718,4,adisava,India,30290,1990,2140,53,4,20200716 001500,Lovely Professional University
4718,4,ayakut,Turkey,50,1990,2122,50,6,20200615 150000,Bogazici University
4718,4,dimitriwhy,China,1560,1990,1990,34,1,20150830 140000,Harbin Institute of Technology
4718,4,goon,India,30290,1990,2023,135,29,20170930 223000,Army Institute of Technology
4718,4,geometrix123,India,30290,1990,1990,43,7,20200817 150000,Delhi Public SchoolFaridabad
4718,4,udc321,India,30290,1990,1990,60,9,20200829 223000,Indian Institute of Technology Indore
4718,4,pratims10,India,30290,1990,2101,275,22,20200413 173000,
4718,4,venky5556,India,30290,1990,2116,168,4,20150824 005000,Directi
4718,4,amazingankit,India,30290,1990,1990,37,2,20200413 173000,Indian Institute of Technology BHU
4718,4,deathstar,India,30290,1990,2162,130,17,20160713 150000,Netaji Subhas University Of Technology
4718,4,mittalritvik,India,30290,1990,2005,60,14,20200829 223000,Delhi Technological University
4718,4,sarwar05,Bangladesh,1040,1990,2142,95,3,20200530 223000,Mawlana Bhashani Science and Technology University
4718,4,deardiwakar,India,30290,1990,1990,66,14,20200713 150000,Indian Institute of Technology Delhi
4718,4,ftuknights,Vietnam,720,1990,1990,16,0,20180618 000000,Foreign Trade University
4718,4,harjotoberai,India,30290,1990,1990,36,5,20160615 150000,Indian Institute of Technology Roorkee
4718,4,a6455,India,30290,1990,1990,38,6,20190213 150000,Indian Institute of Technology BHU
4718,4,sandeep,India,30290,1990,1990,95,8,20171023 000000,Motilal Nehru National Institute of Technology Allahabad
4718,4,sckorpio,India,30290,1990,1990,45,10,20181112 150000,National Institute of TechnologyHamirpur
4718,4,avibrat,India,30290,1990,2000,91,10,20170911 150000,Sri Sivasubramaniya Nadar College of EngineeringChennai
4718,4,vanshal,India,30290,1990,1990,37,2,20200817 150000,
4718,4,anmolagarwal68,India,30290,1990,2017,28,5,20200720 000000,International Institute of Information TechnologyHyderabad
4747,4,dothanhlam97,Vietnam,730,1989,2078,92,5,20180312 150000,Ho Chi Minh City University of Science
4747,4,darthmorty,India,30530,1989,2086,28,4,20200829 223000,Veermata Jijabai Technological InstituteMumbai
4747,4,codersan,India,30530,1989,2004,337,8,20150112 150000,Adobe
4747,4,ankitranjan,India,30530,1989,1989,47,2,20200229 223000,Motilal Nehru National Institute of Technology Allahabad
4747,4,osdajigu,Colombia,50,1989,2125,45,3,20190715 150000,Universidad Nacional De Colombia
4747,4,abhi698,India,30530,1989,1998,163,14,20190313 150000,National Institute of Technology Karnataka
4747,4,abhishekans21,India,30530,1989,2014,91,16,20190223 223000,Mastercard
4747,4,satvik007,India,30530,1989,2026,81,14,20190114 200000,Indian Institute of Technology Palakkad
4747,4,samael02,India,30530,1989,1996,104,11,20190427 223000,The LNM Institute of Information TechnologyJaipur
4747,4,mohit01,India,30530,1989,2076,81,12,20200725 223000,Indian Institute of Technology Delhi
4747,4,cryocoder123,India,30530,1989,1989,183,4,20200716 001500,Indian Institute of Technology Kharagpur
4747,4,eonc,India,30530,1989,1989,37,7,20200713 150000,College of Technology and Engineering
4747,4,vikas0706,India,30530,1989,1989,43,12,20180417 150000,Lovely Professional University
4747,4,kacchan,India,30530,1989,1989,119,3,20200817 150000,Netaji Subhas University Of Technology
4747,4,shahianshu,India,30530,1989,2058,193,27,20190313 150000,Govind Ballabh Pant Engineering CollegeNew Delhi
4747,4,iamironman,India,30530,1989,2023,60,6,20200817 150000,Indian Institute of Technology Kanpur
4747,4,madhav97,India,30530,1989,1989,158,27,20181229 223000,University Institute of Engineering and TechnologyPunjab University
4747,4,ritvik369,India,30530,1989,2010,125,30,20200817 150000,College of TechnologyPantnagar
4747,4,ankitamritraj,India,30530,1989,2057,142,22,20170717 150000,Indian Institute of Technology Mandi
4747,4,raj038,India,30530,1989,2049,194,24,20200217 150000,Delhi Technological University
4768,4,theptrocanfer,United States,1170,1988,2168,65,21,20200817 150000,California Institute of Technology
4768,4,amitroy,Bangladesh,1050,1988,1988,23,1,20191111 150000,University of Dhaka
4768,4,mraheja,United States,1170,1988,1988,32,2,20190819 000000,American High School
4768,4,hehe,India,30710,1988,1988,55,6,20170826 230000,Jamia Millia Islamia
4768,4,thalapathy,India,30710,1988,1988,104,6,20190916 150000,Amrita School of Engineering Coimbatore
4768,4,abhishekp078,India,30710,1988,1988,80,19,20200713 150000,Bhagwan Parshuram Institute of Technology
4768,4,sacxy,India,30710,1988,1990,76,6,20200713 150000,Indian Institute of Information TechnologyLucknow
4768,4,codecracker4,India,30710,1988,2268,276,7,20171225 000000,Netaji Subhas University Of Technology
4768,4,sagarika12,India,30710,1988,1988,168,5,20181119 000000,Sardar Patel Institute Of TechnologyMumbai
4768,4,erfaniaa,Iran,270,1988,1988,106,3,20160326 223000,Shahid Beheshti University
4768,4,pranaybattu,India,30710,1988,1988,104,8,20200817 150000,National Institute of TechnologyRourkela
4768,4,anshal21,India,30710,1988,2147,164,22,20170612 150000,Uber Technologies Inc
4768,4,kesagar94,India,30710,1988,1988,79,18,20200615 150000,MicrosoftHyderabad
4768,4,losmi247,Serbia,180,1988,2084,55,11,20200817 150000,Mathematical Grammar School
4768,4,sartz,India,30710,1988,1988,29,6,20200713 150000,
4768,4,amntri,India,30710,1988,2100,255,11,20181218 010000,
4768,4,venkatrahul,India,30710,1988,1988,29,4,20200713 150000,Indian Institute of Technology Madras
4768,4,robinjagal,India,30710,1988,1988,25,1,20200824 001500,Thapar Institute of Engineering  Technology
4768,4,yash2523,India,30710,1988,1988,86,15,20200817 150000,School of Engineering and Applied Science SEASAhmedabad University
4768,4,srivatsanr,India,30710,1988,1988,50,6,20160915 150000,Indian Institute of Technology Madras
4768,4,arushi309,India,30710,1988,2062,114,21,20200427 233000,Netaji Subhas University Of Technology
4768,4,n4nimit2000,India,30710,1988,1988,198,12,20200217 150000,Vellore Institute of TechnologyVellore
4768,4,MarioYC,Peru,160,1988,2336,359,10,20190715 150000,
4768,4,knayan,India,30710,1988,1988,93,11,20190819 000000,National Institute of Technology Jamshedpur
4768,4,hn74,India,30710,1988,1988,16,1,20190213 150000,Birla Institute of Technology and Science
4768,4,wyfcyx,China,1570,1988,1988,101,4,20200413 173000,High School attached to Jilin university
4768,4,ibit98,India,30710,1988,2034,173,23,20200829 223000,Indian Institute of Engineering Science and TechnologyShibpur
4768,4,atultiwari77,India,30710,1988,1988,64,9,20200113 150000,Indian Institute of Technology Ropar
4768,4,bhagatshubham,India,30710,1988,1988,68,7,20200615 150000,Indian Institute of Information TechnologySri City
4768,4,theboatman,Belarus,410,1988,2161,31,6,20200627 223000,Club of Young FirefightersMozyr
4768,4,krankit,India,30710,1988,1990,73,14,20190617 150000,Institute of Engineering and ManagementKolkata
4768,4,rachit123,India,30710,1988,2008,148,6,20170313 150000,International Institute of Information TechnologyHyderabad
4806,4,didgogns,South Korea,110,1987,1987,22,0,20191216 150000,Samsung Electronics
4806,4,goan22,India,30950,1987,1987,43,5,20190126 223000,Birla Institute of Technology  Science PilaniGoa Campus
4806,4,arikpamnani,India,30950,1987,1987,47,19,20171211 150000,Indian Institute of Technology Gandhinagar
4806,4,sajibcuet09,Bangladesh,1060,1987,2052,163,1,20170417 150000,Progoti Systems Ltd
4806,4,nathandrake,India,30950,1987,1987,218,2,20200725 223000,Jadavpur University
4806,4,realnimish,India,30950,1987,2065,167,24,20200716 001500,Indian Institute of Information TechnologyGuwahati
4806,4,nuclode,India,30950,1987,2003,180,49,20181020 150000,Arya College of Engineering and Information Technology
4806,4,prashuk156,India,30950,1987,1987,33,8,20200824 001500,Delhi Technological University
4806,4,pratikpathak21,India,30950,1987,1987,94,14,20200725 223000,
4806,4,divyanshgaba7,India,30950,1987,2023,177,24,20180115 150000,Amity School of Engineering and Technology
4806,4,lucky96,India,30950,1987,1987,247,10,20161017 150000,Netaji Subhas University Of Technology
4820,4,anand16,India,31050,1986,2085,232,11,20170918 000000,National Institute of Technology Karnataka
4820,4,lelouch321,India,31050,1986,1986,40,3,20200622 000000,
4820,4,zephyr23,India,31050,1986,1986,108,4,20200323 000000,
4820,4,congabmtbtvn,Vietnam,740,1986,2091,46,8,20181229 223000,Tr
4820,4,mission5,India,31050,1986,1986,26,7,20181124 223000,Govind Ballabh Pant Engineering CollegeNew Delhi
4820,4,bronsonr,South Africa,10,1986,2112,80,6,20180716 150000,University of Cape Town
4820,4,zxqp875712,India,31050,1986,1986,33,5,20190213 150000,Sant Longowal Institute of Engineering and Technology
4820,4,ayushgx,India,31050,1986,1986,154,11,20200713 150000,Chandigarh University
4820,4,sermanish,India,31050,1986,1986,166,14,20200713 150000,Chandigarh University
4820,4,doremi,Bangladesh,1070,1986,1986,41,4,20190330 223000,University of Dhaka
4820,4,soluchanboy,India,31050,1986,1990,36,10,20190812 150000,Jawaharlal Nehru Engineering College
4820,4,spandey256,India,31050,1986,1986,96,1,20180319 000000,College of TechnologyPantnagar
4820,4,onemorefake,India,31050,1986,2066,29,2,20200427 233000,Indian Institute of Technology BHU
4820,4,z3r0dmg,India,31050,1986,1986,134,8,20200125 223000,Birla Institute of Technology  Science PilaniHyderabad Campus
4820,4,infinitystar,India,31050,1986,1986,58,7,20200817 150000,Indian Institute of Information TechnologyAllahabad
4820,4,drdrunkenstein,India,31050,1986,2009,46,10,20200113 150000,Netaji Subhas University Of Technology
4820,4,onlybruteforce,India,31050,1986,1986,77,11,20200413 173000,Vellore Institute of TechnologyVellore
4820,4,nikg30,India,31050,1986,1986,17,2,20190722 000000,
4820,4,infernosloth,India,31050,1986,1986,48,4,20200725 223000,Indian Institute of ScienceBangalore
4820,4,mohittalreja,India,31050,1986,1986,58,4,20191118 000000,National Institute of Technology Warangal
4820,4,lifeenergy999,India,31050,1986,1999,145,1,20140616 150000,Swiggy
4820,4,dchef,India,31050,1986,1986,20,2,20200217 150000,Nirma University
4820,4,mpeti,Hungary,270,1986,1986,6,3,20160625 223000,ELTE Radn
4820,4,droidkid,India,31050,1986,2324,352,6,20200217 150000,Google India Pvt Ltd
4820,4,akshaymiterani,India,31050,1986,2065,104,10,20170123 000000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4820,4,div5252,India,31050,1986,1986,66,21,20200829 223000,Indian Institute of Technology Guwahati
4820,4,cynosuredev,India,31050,1986,1986,103,10,20160615 150000,National Institute of Technology Agartala
4820,4,saty16319,India,31050,1986,1986,163,20,20200217 150000,University Institute of TechnologyBurdwan University
4820,4,shtef,Croatia,70,1986,1986,18,2,20181218 010202,Gimnazija Lucijana Vranjanina
4849,4,sumishu,Bangladesh,1080,1985,2172,77,8,20200217 150000,University of Dhaka
4849,4,amanatidisc,Greece,80,1985,1994,71,8,20200113 150000,Freelancer
4849,4,desiyoddha,India,31290,1985,2122,76,20,20200824 001500,JSS Academy of Technical EducationNoida
4849,4,sabyecho,India,31290,1985,2034,86,1,20170327 000000,Self Employed
4849,4,marcosmicjack,Peru,170,1985,2160,54,2,20200817 150000,Pontificia Universidad Catolica del Peru
4849,4,mithilacoder,India,31290,1985,1985,71,14,20190213 150000,National Institute of TechnologyDurgapur
4849,4,minh141198,Singapore,160,1985,2283,35,2,20161212 150000,National University of Singapore
4849,4,vivek1606,India,31290,1985,2158,153,41,20160615 150000,National Institute of TechnologyKurukshetra
4849,4,umbra,Russia,1200,1985,1985,36,1,20181224 000000,Organisation
4849,4,jsuyash1514,India,31290,1985,2001,97,8,20200525 000000,Indian Institute of Technology Roorkee
4849,4,harsh0802,India,31290,1985,1985,28,1,20200615 150002,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
4849,4,dip99,Bangladesh,1080,1985,1985,100,7,20200829 223000,Begum Rokeya University
4849,4,piyush111,India,31290,1985,1985,146,19,20200817 150000,JSS Academy of Technical EducationNoida
4849,4,dragon52,India,31290,1985,2005,150,1,20150615 150000,Undisclosed
4849,4,speedofmagic,Russia,1200,1985,1985,8,0,20180618 000005,
4849,4,zeusorz,Greece,80,1985,1985,12,2,20200817 150002,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
4849,4,durden8055,India,31290,1985,1985,214,30,20181218 010000,L D College Of EngineeringAhmedabad
4849,4,umang06,India,31290,1985,1985,299,16,20180127 224000,Jamia Millia Islamia
4849,4,shrey971,India,31290,1985,1985,43,13,20200817 150000,Netaji Subhas University Of Technology
4849,4,pulkitarora21,India,31290,1985,1985,107,7,20160227 223000,Adobe Systems
4849,4,andrewkhoma,Ukraine,660,1985,2264,121,24,20200413 173000,Taras Shevchenko National University of Kyiv
4849,4,sd7dubey,India,31290,1985,2099,100,16,20181224 000000,Indian Institute of Technology BHU
4849,4,jenil1999,India,31290,1985,1985,317,29,20191216 150000,Indian Institute of Technology Gandhinagar
4849,4,xyiyy,China,1580,1985,1985,23,1,20170118 150000,Shanghai UniversityChina
4879,4,ashutoshaks,India,31440,1984,1984,146,9,20200716 001500,Indian Institute of Technology Kharagpur
4879,4,vabs,India,31440,1984,1984,45,6,20160111 150000,Delhi Technological University
4879,4,rjyadav18,India,31440,1984,2072,102,34,20160625 223000,National Institute of TechnologyKurukshetra
4879,4,c0de79,India,31440,1984,1984,17,5,20200413 173000,Lovely Professional University
4879,4,programmerneo,India,31440,1984,1984,103,12,20200725 223000,Institute of Engineering and TechnologyLucknow
4879,4,thesnape,India,31440,1984,2131,60,6,20200511 150000,Indian Institute of Technology BHU
4879,4,smate314,Hungary,280,1984,1984,32,4,20181022 000000,Fazekas Mih
4879,4,aedf,India,31440,1984,2103,80,9,20151214 150000,Dr BR Ambedkar National Institute of Technology
4879,4,shivamjjj,India,31440,1984,1984,129,14,20200615 150000,GL Bajaj Institute of Technology and Management
4879,4,ravikumarn24,India,31440,1984,1984,140,9,20200824 001500,Madras Institute of TechnologyAnna University
4879,4,tggt,Moldova,40,1984,2105,84,5,20170826 230000,Lucian Blaga University of Sibiu
4879,4,dhyeybm,India,31440,1984,1984,55,6,20200829 223000,Indian Institute of Technology Dhanbad
4879,4,timedragon,India,31440,1984,1986,41,1,20180417 150000,
